city,company,country,date,jobkey,jobtitle,latitude,longitude,state,url,excel,sql,mysql,python,java,c++,sas,matlab,php,perl,hadoop,hive,spss,linux_unix,bachelor,master,phd
Celebration,Walt Disney Parks & Resorts Careers,US,2014-08-26 13:46:29,0165ba7271ec73ed,Sr. Product Analyst,28.324175,-81.53297,FL,http://www.indeed.com/viewjob?jk=0165ba7271ec73ed&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3FOHkO7VfkfaioM3TQeEH7PLhOlWvSaYtYQmz_h3K1zSVP_s7bPXKiv1GtGeOthcw1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3c0nt1d2h2r2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Oracle,US,2014-08-26 12:15:19,36726bb8bf53d8a4,Product Marketing Analyst 5,,,CA,http://www.indeed.com/viewjob?jk=36726bb8bf53d8a4&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3HhiBlZ7MZ7tSurxABZt1RVqmBSZiDLcI7vjmVrWBZcViN86Q6R_0eJD_iJ6AiQ8k1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b39e4m1d5i535,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Denver,"ReqRoute,Inc",US,2014-08-26 11:45:22,f80a01ecfd591c63,1016 Scrum Project Manager,39.73901,-104.98351,CO,http://www.indeed.com/viewjob?jk=f80a01ecfd591c63&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3Bc6ep03puimQVmQ3hdBTzooRfjBEsezXDl24mbd57gPDasTsr5vViBKCHwHRjbfc1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b39sms1d6i7bg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Dallas,"ReqRoute,Inc",US,2014-08-26 11:45:20,a682447f5f8a3dc6,1016 Scrum Master Project Manager,32.782967,-96.8022,TX,http://www.indeed.com/viewjob?jk=a682447f5f8a3dc6&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG1YlP6nRXuj_hcv-tM7DBEDQcp73VZ_jNvbdM0lgJgNhQx-vh40QdSiRtZbMnwy2MU1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3simk1d410r3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Mount Laurel,"ReqRoute,Inc",US,2014-08-26 11:45:17,a1d93d9381fdd9ca,1016 Scrum Certified Project Manager,39.93132,-74.89011,NJ,http://www.indeed.com/viewjob?jk=a1d93d9381fdd9ca&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG1UC82DlV3z2Z5Gu7ckFLgnHxX36hB6tUmEckRO3DUOb1fDevaaGwIWmFRviaPOQ7c1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3m9ga1d6i55c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Austin,Fiserv,US,2014-08-26 06:55:00,e72e4fbdc199c6a5,Product Analyst,30.266483,-97.74176,TX,http://www.indeed.com/viewjob?jk=e72e4fbdc199c6a5&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG1YlP6nRXuj_hcv-tM7DBEDQcp73VZ_jNvbdM0lgJgNhUEmYFtWdLgtC67hnT1gVJk1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3sige1d424la,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
North Haven,Covidien,US,2014-08-26 06:53:00,4e32d883accc41ee,Post Market Vigilance (PMV) Lead Analyst/Registered Nurse,41.39011,-72.85714,CT,http://www.indeed.com/viewjob?jk=4e32d883accc41ee&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3Tj2frEfrTKiWK12RBA30cxliBj5sZeqzGw5sjRWW7jjOYOW6AiYByjaLeaiAVtYI&indpubnum=4889224015872296&atk=190b3aha91d6h3li,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Peoria,Automotive Robotics Inc.,US,2014-08-26 05:55:54,8c8153b4347989a9,Parts Product Analyst - 19,40.692307,-89.58791,IL,http://www.indeed.com/viewjob?jk=8c8153b4347989a9&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3yac9ooR6KAYJ6wt0SMcw0uwRMVb62jTnvurRvKMbzvkkKnlTenBeJvDjVN-1mLGI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3dqia1d7228q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salt Lake City,"Siemens Medical Solutions USA, Inc.",US,2014-08-26 01:37:44,a80cfcab18ef8edb,Software Prod Analyst 2,40.758244,-111.89011,UT,http://www.indeed.com/viewjob?jk=a80cfcab18ef8edb&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3IUuxw3SjNKBzZkv2auIz0LaIJwbr5Kk0Vx2HF2HkHd2oRJN6u5LaH5E73XjrJLLM&indpubnum=4889224015872296&atk=190b3t3f41d6h3m6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseville,Rabobank,US,2014-08-26 01:21:22,7a3730acbc0130b1,Product Analyst,38.75,-121.28571,CA,http://www.indeed.com/viewjob?jk=7a3730acbc0130b1&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3HhiBlZ7MZ7tSurxABZt1RVqmBSZiDLcI7vjmVrWBZcViN86Q6R_0eJD_iJ6AiQ8k1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b39e4m1d5i535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dallas,Yoh,US,2014-08-25 22:54:15,2b2c025add5cf098,Agile Product Analyst / Business Analyst Job,32.782967,-96.8022,TX,http://www.indeed.com/viewjob?jk=2b2c025add5cf098&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG1YlP6nRXuj_hcv-tM7DBEDQcp73VZ_jNvbdM0lgJgNhUEmYFtWdLgtC67hnT1gVJk1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3sige1d424la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh,Adecco,US,2014-08-25 22:02:39,aa48112c60c060ba,PRODUCT ANALYST,40.43956,-79.99451,PA,http://www.indeed.com/viewjob?jk=aa48112c60c060ba&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG2TirmmiCyVzBLkCgg_TAf0WoQoPsIZ-rDRX-5Vl1h0WhBsDs2JP6gsqPHaWAvprME&indpubnum=4889224015872296&atk=190b3q6jf1d3i5md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Houston,HP,US,2014-08-25 18:28:59,9b72f959b677493f,Order Management Product Analyst,29.760988,-95.36264,TX,http://www.indeed.com/viewjob?jk=9b72f959b677493f&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG1YlP6nRXuj_hcv-tM7DBEDQcp73VZ_jNvbdM0lgJgNhUEmYFtWdLgtC67hnT1gVJk1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3sige1d424la,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Morton,LRS Consulting Services,US,2014-08-25 18:15:25,ec082a2886de8017,Parts Product Analyst,40.612637,-89.45605,IL,http://www.indeed.com/viewjob?jk=ec082a2886de8017&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3yac9ooR6KAYJ6wt0SMcw0uwRMVb62jTnvurRvKMbzvkkKnlTenBeJvDjVN-1mLGI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3dqia1d7228q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clearwater,SCC Soft Computer,US,2014-08-25 18:05:00,9a7ad79170e826c8,Genetics Product Specialist Level 1,27.964285,-82.7967,FL,http://www.indeed.com/viewjob?jk=9a7ad79170e826c8&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3FOHkO7VfkfaioM3TQeEH7PLhOlWvSaYtYQmz_h3K1zSVP_s7bPXKiv1GtGeOthcw1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3c0t71d724o9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cincinnati,Vantiv,US,2014-08-25 16:42:53,1839c60c5be8f2a7,Product Business Analyst,39.15934,-84.45605,OH,http://www.indeed.com/viewjob?jk=1839c60c5be8f2a7&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG2yldswMSUyRLpXFi5lvjv7c-yaPeF-vmt9WWeUqgc2qc_bsiiPy6ltmKFmUt39BVg1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3oo9c1d522bj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
San Francisco,Square,US,2014-08-25 10:52:00,2a36706c3a9c25f3,"Business Analyst, Customer Engagement Team",37.774727,-122.41758,CA,http://www.indeed.com/viewjob?jk=2a36706c3a9c25f3&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3HhiBlZ7MZ7tSurxABZt1RVqmBSZiDLcI7vjmVrWBZcViN86Q6R_0eJD_iJ6AiQ8k1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b39e4m1d5i535,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Boston,Crimson Hexagon,US,2014-08-25 06:46:00,6c5fd92cfa058915,Product Analyst,42.357143,-71.05495,MA,http://www.indeed.com/viewjob?jk=6c5fd92cfa058915&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG2WQxiP2TgzFgGQtIKY_Ry9TeYT-3oKkhehNya3GO3AgrhoG6WSPhHrZQhC7P8lrDM1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3hm5k1d3h00j,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus,JPMorgan Chase,US,2014-08-25 06:43:00,aa95d26fff4a19f5,Senior Product Analyst,39.95879,-82.99451,OH,http://www.indeed.com/viewjob?jk=aa95d26fff4a19f5&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG2yldswMSUyRLpXFi5lvjv7c-yaPeF-vmt9WWeUqgc2qc_bsiiPy6ltmKFmUt39BVg1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3oo9c1d522bj,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
West Des Moines,GuideOne Insurance,US,2014-08-25 06:07:09,81fa76bd53f6901e,Senior Product Analyst,41.57143,-93.74176,IA,http://www.indeed.com/viewjob?jk=81fa76bd53f6901e&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG0b79buZH7H6W6cww7T18M3Dd7ThvJstpnlAxx6FWmOH9n3ygrBuyiu0ZbGHTIeQuk&indpubnum=4889224015872296&atk=190b3eni81d2i3in,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Chicago,Federal Reserve Bank of Chicago,US,2014-08-24 22:47:00,6c27541bb46f0c09,Software Product Analyst - Agile Development,41.8489,-87.64835,IL,http://www.indeed.com/viewjob?jk=6c27541bb46f0c09&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3yac9ooR6KAYJ6wt0SMcw0uwRMVb62jTnvurRvKMbzvkkKnlTenBeJvDjVN-1mLGI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3dqr71d614k5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lake Mary,Fiserv,US,2014-08-24 19:30:00,81530eb3ee68848f,Product Analyst Lead,28.758242,-81.31319,FL,http://www.indeed.com/viewjob?jk=81530eb3ee68848f&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3FOHkO7VfkfaioM3TQeEH7PLhOlWvSaYtYQmz_h3K1zSVP_s7bPXKiv1GtGeOthcw1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3c0nt1d2h2r2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Redmond,Signature Consultants,US,2014-08-24 18:00:35,1ce42d3c6d85ab9a,Software Test Engineer,47.673077,-122.12088,WA,http://www.indeed.com/viewjob?jk=1ce42d3c6d85ab9a&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG2GrHlGaYrwkp81DaGaTBqIWoQoPsIZ-rDRX-5Vl1h0Wifwl8yel0aITNRmSy3MVUY&indpubnum=4889224015872296&atk=190b3ungo1d515l5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Ramon,MAPFRE Insurance,US,2014-08-24 11:55:00,ef2a13ab3c67d204,Product Analyst,37.777473,-121.97802,CA,http://www.indeed.com/viewjob?jk=ef2a13ab3c67d204&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3HhiBlZ7MZ7tSurxABZt1RVqmBSZiDLcI7vjmVrWBZcViN86Q6R_0eJD_iJ6AiQ8k1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b39e4m1d5i535,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
New York,Yipit,US,2014-08-24 10:49:00,c50749349a11be46,Data Product Analyst,40.71154,-74.00549,NY,http://www.indeed.com/viewjob?jk=c50749349a11be46&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3w0wnKtVkePXiMfPSFUG5OdW7PMbUdIabhJ1DMTzQ2O1GsorKMucWQ6sZnul0XrJo1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3n8t31d616ro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tampa,JPMorgan Chase,US,2014-08-24 05:53:00,6017032dc0b0203d,Product Analyst (Single Sign On),27.945055,-82.45605,FL,http://www.indeed.com/viewjob?jk=6017032dc0b0203d&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3FOHkO7VfkfaioM3TQeEH7PLhOlWvSaYtYQmz_h3K1zSVP_s7bPXKiv1GtGeOthcw1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3c0nt1d2h2r2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tampa,"livingHR, Inc.",US,2014-08-24 05:52:00,6440e4c230dfe67b,Product Analyst,27.945055,-82.45605,FL,http://www.indeed.com/viewjob?jk=6440e4c230dfe67b&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3FOHkO7VfkfaioM3TQeEH7PLhOlWvSaYtYQmz_h3K1zSVP_s7bPXKiv1GtGeOthcw1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3c0t71d724o9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Houston,Alert Logic,US,2014-08-23 11:37:39,e8e5d2074a0728b8,Product Analyst,29.760988,-95.36264,TX,http://www.indeed.com/viewjob?jk=e8e5d2074a0728b8&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG1YlP6nRXuj_hcv-tM7DBEDQcp73VZ_jNvbdM0lgJgNhUEmYFtWdLgtC67hnT1gVJk1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3sige1d424la,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Basking Ridge,Verizon,US,2014-08-23 11:24:00,a99e63dc3ee8e333,Consumer Insight and Product Analyst,40.684067,-74.57143,NJ,http://www.indeed.com/viewjob?jk=a99e63dc3ee8e333&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG1UC82DlV3z2Z5Gu7ckFLgnHxX36hB6tUmEckRO3DUOb1fDevaaGwIWmFRviaPOQ7c1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3m9ga1d6i55c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pittsburgh,Direct Energy,US,2014-08-23 04:03:29,22a01239e71bb893,Product Analyst,40.43956,-79.99451,PA,http://www.indeed.com/viewjob?jk=22a01239e71bb893&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG2TirmmiCyVzBLkCgg_TAf0WoQoPsIZ-rDRX-5Vl1h0WhBsDs2JP6gsqPHaWAvprME&indpubnum=4889224015872296&atk=190b3q6jf1d3i5md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Milwaukee,Webster Bank,US,2014-08-23 00:39:37,98c53f6f8cf2b7d2,Product Analyst,43.03846,-87.9011,WI,http://www.indeed.com/viewjob?jk=98c53f6f8cf2b7d2&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG0pewRqI4coagQ1wRRQSRotliTwbaMP2coJrCSgb6RHEsSAIMCSeBCECr9BX7Wsr0U1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3vpgr1d2i51u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Medford,Infopeople Corp,US,2014-08-23 00:30:51,89a2c357664ac3ec,Lead/Sr Big Data Engineer/Hadoop/Java,42.42033,-71.10989,MA,http://www.indeed.com/viewjob?jk=89a2c357664ac3ec&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG2WQxiP2TgzFgGQtIKY_Ry9TeYT-3oKkhehNya3GO3AgrhoG6WSPhHrZQhC7P8lrDM1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3hm5k1d3h00j,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0
New Orleans,Capital One,US,2014-08-22 23:12:00,bdb082e599eeff18,Treasury Management Product Assistant Payables & International,29.953297,-90.07143,LA,http://www.indeed.com/viewjob?jk=bdb082e599eeff18&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG2PQfJQ98u9Ifl9GL7lIilVCpsf5mljxKvS5GOXAqTRRGL_uHKkG0bq_AAg_Teg-2Q&indpubnum=4889224015872296&atk=190b3gau61d421fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Chicago,Altegra Health,US,2014-08-22 20:37:00,0cf0df3411a91f2c,Product Analyst,41.8489,-87.64835,IL,http://www.indeed.com/viewjob?jk=0cf0df3411a91f2c&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3yac9ooR6KAYJ6wt0SMcw0uwRMVb62jTnvurRvKMbzvkkKnlTenBeJvDjVN-1mLGI1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3dqia1d7228q,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Sunnyvale,FocusKPI Inc.,US,2014-08-22 20:01:57,fa1f0f6e18f96f0e,Senior Product Analyst,37.4011,-122.00549,CA,http://www.indeed.com/viewjob?jk=fa1f0f6e18f96f0e&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3HhiBlZ7MZ7tSurxABZt1RVqmBSZiDLcI7vjmVrWBZcViN86Q6R_0eJD_iJ6AiQ8k1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b39e4m1d5i535,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0
Austin,Adecco,US,2014-08-22 20:00:54,9e1174d41e2fd95b,Entry Level - Product Analyst,30.376373,-97.70879,TX,http://www.indeed.com/viewjob?jk=9e1174d41e2fd95b&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG1YlP6nRXuj_hcv-tM7DBEDQcp73VZ_jNvbdM0lgJgNhUEmYFtWdLgtC67hnT1gVJk1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3sige1d424la,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Miami,Visa,US,2014-08-22 19:47:45,4c3e7274056b93fb,Product Analyst,25.771978,-80.19231,FL,http://www.indeed.com/viewjob?jk=4c3e7274056b93fb&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG3FOHkO7VfkfaioM3TQeEH7PLhOlWvSaYtYQmz_h3K1zSVP_s7bPXKiv1GtGeOthcw1Vu4aS9dH_tvzuwb-B6Jr&indpubnum=4889224015872296&atk=190b3c0nt1d2h2r2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Salem,JPMorgan Chase,US,2014-08-22 19:10:35,35e45534597c09ac,"Senior Product Analyst (Salem, Tampa)",42.785713,-71.1978,NH,http://www.indeed.com/viewjob?jk=35e45534597c09ac&qd=MxQEkSlos1GEjU62O1KFoZh5oYK-lrzFZjNbQgaFsG1eRfJNu-1fp5o-LK5RRblGCpsf5mljxKvS5GOXAqTRRNm7QY_fP9-ghc2WilajRhg&indpubnum=4889224015872296&atk=190b3lgag1d414p0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
